"american","dbo:occupation Photographer", "0.24", "e dbo:occupation Photographer", "Photographer", "Coherence=0.24 condAB=0.857142857142857 condBA=0.333333333333333 supA=7.0 supB=18.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/occupation", "http://dbpedia.org/resource/Photographer", "dbo:Photographer in c_e and 'an American' in l_e(c,p,so) ", 
"lord_s","dbp:club Marylebone_Cricket_Club", "0.032967032967033", "e dbp:club Marylebone_Cricket_Club", "Cricketer", "Coherence=0.032967032967033 condAB=0.6 condBA=0.0348837209302326 supA=15.0 supB=258.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Marylebone_Cricket_Club", "dbo:Cricketer in c_e and 'Lord's' in l_e(c,p,os) ", 
"lord_s","dbp:club Oxford_University_Cricket_Club", "0.0119047619047619", "e dbp:club Oxford_University_Cricket_Club", "Cricketer", "Coherence=0.0119047619047619 condAB=0.333333333333333 condBA=0.0123456790123457 supA=15.0 supB=405.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Oxford_University_Cricket_Club", "dbo:Cricketer in c_e and 'Lord's' in l_e(c,p,os) ", 
"made_debut","dbp:birthPlace England", "0.0113452188006483", "e dbp:birthPlace England", "Cricketer", "Coherence=0.0113452188006483 condAB=0.311111111111111 condBA=0.0117746005046257 supA=45.0 supB=1189.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/England", "dbo:Cricketer in c_e and 'made his debut' in l_e(c,p,so) ", 
"made_debut","dbp:birthPlace Derbyshire", "0.0769230769230769", "e dbp:birthPlace Derbyshire", "Cricketer", "Coherence=0.0769230769230769 condAB=0.193548387096774 condBA=0.127659574468085 supA=31.0 supB=47.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/Derbyshire", "dbo:Cricketer in c_e and ' made his debut for ' in l_e(c,p,so) ", 
"made_debut","dbp:birthPlace Nepal", "0.163265306122449", "e dbp:birthPlace Nepal", "Cricketer", "Coherence=0.163265306122449 condAB=0.222222222222222 condBA=0.615384615384615 supA=36.0 supB=13.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/Nepal", "dbo:Cricketer in c_e and 'made his debut for' in l_e(c,p,so) ", 
"made_debut","dbp:lastfor Derbyshire_County_Cricket_Club", "0.09", "e dbp:lastfor Derbyshire_County_Cricket_Club", "Cricketer", "Coherence=0.09 condAB=0.692307692307692 condBA=0.103448275862069 supA=13.0 supB=87.0", "NN", "Coherence", "e", "http://dbpedia.org/property/lastfor", "http://dbpedia.org/resource/Derbyshire_County_Cricket_Club", "dbo:Cricketer in c_e and ' made his debut for ' in l_e(c,p,so) ", 
"made_debut","dbp:year @en", "0.00740740740740741", "e dbp:year @en", "Cricketer", "Coherence=0.00740740740740741 condAB=0.128205128205128 condBA=0.00786163522012579 supA=39.0 supB=636.0", "NN", "Coherence", "e", "http://dbpedia.org/property/year", """@en", "dbo:Cricketer in c_e and 'made his debut' in l_e(c,p,so) ", 
"made_debut","dbp:column First-class_cricket", "0.018609022556391", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.018609022556391 condAB=0.951923076923077 condBA=0.0189800613496933 supA=104.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'made his debut' in l_e(c,p,so) ", 
"made_debut","dbp:column List_A_cricket", "0.00950639853747715", "e dbp:column List_A_cricket", "Cricketer", "Coherence=0.00950639853747715 condAB=0.285714285714286 condBA=0.00983358547655068 supA=91.0 supB=2644.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/List_A_cricket", "dbo:Cricketer in c_e and ' made his debut in ' in l_e(c,p,so) ", 
"made_debut","dbp:tenfor n/a@en", "0.00829383886255924", "e dbp:tenfor n/a@en", "Cricketer", "Coherence=0.00829383886255924 condAB=0.388888888888889 condBA=0.00847457627118644 supA=18.0 supB=826.0", "NN", "Coherence", "e", "http://dbpedia.org/property/tenfor", ""n/a"@en", "dbo:Cricketer in c_e and 'made his debut' in l_e(c,p,so) ", 
"made_debut","dbo:birthPlace Bangladesh", "0.04", "e dbo:birthPlace Bangladesh", "Cricketer", "Coherence=0.04 condAB=0.0746268656716418 condBA=0.0862068965517241 supA=67.0 supB=58.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/birthPlace", "http://dbpedia.org/resource/Bangladesh", "dbo:Cricketer in c_e and 'made his debut' in l_e(c,p,so) ", 
"made_debut","dbp:club Cheshire_County_Cricket_Club", "0.0265957446808511", "e dbp:club Cheshire_County_Cricket_Club", "Cricketer", "Coherence=0.0265957446808511 condAB=0.034965034965035 condBA=0.111111111111111 supA=143.0 supB=45.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Cheshire_County_Cricket_Club", "dbo:Cricketer in c_e and 'made his debut' in l_e(c,p,so) ", 
"made_debut","dbp:club Hertfordshire_County_Cricket_Club", "0.0487804878048781", "e dbp:club Hertfordshire_County_Cricket_Club", "Cricketer", "Coherence=0.0487804878048781 condAB=0.0789473684210526 condBA=0.127659574468085 supA=76.0 supB=47.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Hertfordshire_County_Cricket_Club", "dbo:Cricketer in c_e and 'made his debut in' in l_e(c,p,so) ", 
"made_debut","dbp:club Marylebone_Cricket_Club", "0.0548628428927681", "e dbp:club Marylebone_Cricket_Club", "Cricketer", "Coherence=0.0548628428927681 condAB=0.153846153846154 condBA=0.0852713178294574 supA=143.0 supB=258.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Marylebone_Cricket_Club", "dbo:Cricketer in c_e and 'made his debut' in l_e(c,p,so) ", 
"made_debut","dbp:club Cambridge_University_Cricket_Club", "0.0380116959064328", "e dbp:club Cambridge_University_Cricket_Club", "Cricketer", "Coherence=0.0380116959064328 condAB=0.0909090909090909 condBA=0.0653266331658292 supA=143.0 supB=199.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Cambridge_University_Cricket_Club", "dbo:Cricketer in c_e and 'made his debut' in l_e(c,p,so) ", 
"made_debut","dbp:club Wiltshire_County_Cricket_Club", "0.0248756218905473", "e dbp:club Wiltshire_County_Cricket_Club", "Cricketer", "Coherence=0.0248756218905473 condAB=0.034965034965035 condBA=0.0862068965517241 supA=143.0 supB=58.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Wiltshire_County_Cricket_Club", "dbo:Cricketer in c_e and 'made his debut' in l_e(c,p,so) ", 
"made_debut","dbp:club Oxford_University_Cricket_Club", "0.072992700729927", "e dbp:club Oxford_University_Cricket_Club", "Cricketer", "Coherence=0.072992700729927 condAB=0.27972027972028 condBA=0.0987654320987654 supA=143.0 supB=405.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Oxford_University_Cricket_Club", "dbo:Cricketer in c_e and 'made his debut' in l_e(c,p,so) ", 
"made_debut","dbp:club Oxfordshire_County_Cricket_Club", "0.0373134328358209", "e dbp:club Oxfordshire_County_Cricket_Club", "Cricketer", "Coherence=0.0373134328358209 condAB=0.0657894736842105 condBA=0.0862068965517241 supA=76.0 supB=58.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Oxfordshire_County_Cricket_Club", "dbo:Cricketer in c_e and 'made his debut in' in l_e(c,p,so) ", 
"made_debut","dbp:club Ireland_cricket_team", "0.0378378378378378", "e dbp:club Ireland_cricket_team", "Cricketer", "Coherence=0.0378378378378378 condAB=0.048951048951049 condBA=0.166666666666667 supA=143.0 supB=42.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Ireland_cricket_team", "dbo:Cricketer in c_e and 'made his debut' in l_e(c,p,so) ", 
"made_debut","dbp:bestBowling â@en", "0.00417710944026733", "e dbp:bestBowling â@en", "Cricketer", "Coherence=0.00417710944026733 condAB=0.2 condBA=0.00426621160409556 supA=25.0 supB=1172.0", "NN", "Coherence", "e", "http://dbpedia.org/property/bestBowling", ""â"@en", "dbo:Cricketer in c_e and 'made his debut' in l_e(c,p,so) ", 
"made_debut","dbp:country Ireland@en", "0.0421686746987952", "e dbp:country Ireland@en", "Cricketer", "Coherence=0.0421686746987952 condAB=0.21875 condBA=0.0522388059701493 supA=32.0 supB=134.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Ireland"@en", "dbo:Cricketer in c_e and 'made his debut' in l_e(c,p,so) ", 
"made_debut","dbp:country Nepal@en", "0.169491525423729", "e dbp:country Nepal@en", "Cricketer", "Coherence=0.169491525423729 condAB=0.3125 condBA=0.37037037037037 supA=32.0 supB=27.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Nepal"@en", "dbo:Cricketer in c_e and 'made his debut' in l_e(c,p,so) ", 
"made_debut_first_class","dbp:club Marylebone_Cricket_Club", "0.0467289719626168", "e dbp:club Marylebone_Cricket_Club", "Cricketer", "Coherence=0.0467289719626168 condAB=0.238095238095238 condBA=0.0581395348837209 supA=63.0 supB=258.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Marylebone_Cricket_Club", "dbo:Cricketer in c_e and 'made his debut in first-class' in l_e(c,p,so) ", 
"made_debut_first_class","dbp:club Cambridge_University_Cricket_Club", "0.0419847328244275", "e dbp:club Cambridge_University_Cricket_Club", "Cricketer", "Coherence=0.0419847328244275 condAB=0.174603174603175 condBA=0.0552763819095477 supA=63.0 supB=199.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Cambridge_University_Cricket_Club", "dbo:Cricketer in c_e and 'made his debut in first-class' in l_e(c,p,so) ", 
"made_debut_first_class","dbp:club Oxford_University_Cricket_Club", "0.061965811965812", "e dbp:club Oxford_University_Cricket_Club", "Cricketer", "Coherence=0.061965811965812 condAB=0.46031746031746 condBA=0.0716049382716049 supA=63.0 supB=405.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Oxford_University_Cricket_Club", "dbo:Cricketer in c_e and 'made his debut in first-class' in l_e(c,p,so) ", 
"made_debut_first_class_cricket","dbp:club Marylebone_Cricket_Club", "0.0300751879699248", "e dbp:club Marylebone_Cricket_Club", "Cricketer", "Coherence=0.0300751879699248 condAB=1.0 condBA=0.0310077519379845 supA=8.0 supB=258.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Marylebone_Cricket_Club", "dbo:Cricketer in c_e and ' made his debut in first-class cricket for the ' in l_e(c,p,so) ", 
"made_debut_first_class_cricket","dbp:club Cambridge_University_Cricket_Club", "0.0396825396825397", "e dbp:club Cambridge_University_Cricket_Club", "Cricketer", "Coherence=0.0396825396825397 condAB=0.188679245283019 condBA=0.050251256281407 supA=53.0 supB=199.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Cambridge_University_Cricket_Club", "dbo:Cricketer in c_e and ' made his debut in first-class cricket for ' in l_e(c,p,so) ", 
"made_debut_first_class_cricket","dbp:club Oxford_University_Cricket_Club", "0.0589519650655022", "e dbp:club Oxford_University_Cricket_Club", "Cricketer", "Coherence=0.0589519650655022 condAB=0.509433962264151 condBA=0.0666666666666667 supA=53.0 supB=405.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Oxford_University_Cricket_Club", "dbo:Cricketer in c_e and ' made his debut in first-class cricket for ' in l_e(c,p,so) ", 
"made_debut_minor","dbp:club Marylebone_Cricket_Club", "0.0185873605947955", "e dbp:club Marylebone_Cricket_Club", "Cricketer", "Coherence=0.0185873605947955 condAB=0.454545454545455 condBA=0.0193798449612403 supA=11.0 supB=258.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Marylebone_Cricket_Club", "dbo:Cricketer in c_e and 'made his debut in minor' in l_e(c,p,so) ", 
"made_debut_minor_counties_cricket","dbp:club Marylebone_Cricket_Club", "0.0185873605947955", "e dbp:club Marylebone_Cricket_Club", "Cricketer", "Coherence=0.0185873605947955 condAB=0.454545454545455 condBA=0.0193798449612403 supA=11.0 supB=258.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Marylebone_Cricket_Club", "dbo:Cricketer in c_e and ' made his debut in minor counties cricket for ' in l_e(c,p,so) ", 
"made_first_class_cricket","dbp:club Kent_County_Cricket_Club", "0.023696682464455", "e dbp:club Kent_County_Cricket_Club", "Cricketer", "Coherence=0.023696682464455 condAB=0.5 condBA=0.0248756218905473 supA=10.0 supB=201.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Kent_County_Cricket_Club", "dbo:Cricketer in c_e and 'made his first-class cricket' in l_e(c,p,so) ", 
"made_first_class_cricket_debut","dbp:club Kent_County_Cricket_Club", "0.0238095238095238", "e dbp:club Kent_County_Cricket_Club", "Cricketer", "Coherence=0.0238095238095238 condAB=0.555555555555556 condBA=0.0248756218905473 supA=9.0 supB=201.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Kent_County_Cricket_Club", "dbo:Cricketer in c_e and ' made his first-class cricket debut for ' in l_e(c,p,so) ", 
"made_first_class_debut","dbp:birthPlace India", "0.0371900826446281", "e dbp:birthPlace India", "Cricketer", "Coherence=0.0371900826446281 condAB=0.3 condBA=0.0424528301886792 supA=30.0 supB=212.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/India", "dbo:Cricketer in c_e and 'made his first-class debut for' in l_e(c,p,so) ", 
"made_first_class_debut","dbp:lastfor Derbyshire_County_Cricket_Club", "0.0515463917525773", "e dbp:lastfor Derbyshire_County_Cricket_Club", "Cricketer", "Coherence=0.0515463917525773 condAB=0.5 condBA=0.0574712643678161 supA=10.0 supB=87.0", "NN", "Coherence", "e", "http://dbpedia.org/property/lastfor", "http://dbpedia.org/resource/Derbyshire_County_Cricket_Club", "dbo:Cricketer in c_e and 'made his first-class debut for' in l_e(c,p,so) ", 
"made_first_class_debut","dbp:debutfor Worcestershire@en", "0.0632911392405063", "e dbp:debutfor Worcestershire@en", "Cricketer", "Coherence=0.0632911392405063 condAB=0.0735294117647059 condBA=0.454545454545455 supA=68.0 supB=11.0", "NN", "Coherence", "e", "http://dbpedia.org/property/debutfor", ""Worcestershire"@en", "dbo:Cricketer in c_e and 'made his first-class debut' in l_e(c,p,so) ", 
"made_first_class_debut","dbp:debutfor Gloucestershire@en", "0.0923076923076923", "e dbp:debutfor Gloucestershire@en", "Cricketer", "Coherence=0.0923076923076923 condAB=0.117647058823529 condBA=0.428571428571429 supA=51.0 supB=14.0", "NN", "Coherence", "e", "http://dbpedia.org/property/debutfor", ""Gloucestershire"@en", "dbo:Cricketer in c_e and ' made his first-class debut for ' in l_e(c,p,so) ", 
"made_first_class_debut","dbp:debutfor Warwickshire@en", "0.0632911392405063", "e dbp:debutfor Warwickshire@en", "Cricketer", "Coherence=0.0632911392405063 condAB=0.0735294117647059 condBA=0.454545454545455 supA=68.0 supB=11.0", "NN", "Coherence", "e", "http://dbpedia.org/property/debutfor", ""Warwickshire"@en", "dbo:Cricketer in c_e and 'made his first-class debut' in l_e(c,p,so) ", 
"made_first_class_debut","dbp:year @en", "0.00732064421669107", "e dbp:year @en", "Cricketer", "Coherence=0.00732064421669107 condAB=0.106382978723404 condBA=0.00786163522012579 supA=47.0 supB=636.0", "NN", "Coherence", "e", "http://dbpedia.org/property/year", """@en", "dbo:Cricketer in c_e and 'made his first-class debut for' in l_e(c,p,so) ", 
"made_first_class_debut","dbp:tenfor n/a@en", "0.00589622641509434", "e dbp:tenfor n/a@en", "Cricketer", "Coherence=0.00589622641509434 condAB=0.227272727272727 condBA=0.00605326876513317 supA=22.0 supB=826.0", "NN", "Coherence", "e", "http://dbpedia.org/property/tenfor", ""n/a"@en", "dbo:Cricketer in c_e and 'made his first-class debut on' in l_e(c,p,so) ", 
"made_first_class_debut","dbp:tenfor â@en", "0.0029708853238265", "e dbp:tenfor â@en", "Cricketer", "Coherence=0.0029708853238265 condAB=0.0909090909090909 condBA=0.00307125307125307 supA=55.0 supB=1628.0", "NN", "Coherence", "e", "http://dbpedia.org/property/tenfor", ""â"@en", "dbo:Cricketer in c_e and 'made his first-class debut' in l_e(c,p,so) ", 
"made_first_class_debut","dbp:100s/50s â/â@en", "0.00735294117647059", "e dbp:100s/50s â/â@en", "Cricketer", "Coherence=0.00735294117647059 condAB=0.0958904109589041 condBA=0.00796359499431172 supA=73.0 supB=879.0", "NN", "Coherence", "e", "http://dbpedia.org/property/100s/50s", ""â/â"@en", "dbo:Cricketer in c_e and 'made his first-class debut' in l_e(c,p,so) ", 
"made_first_class_debut","dbp:club Worcestershire_County_Cricket_Club", "0.0151975683890578", "e dbp:club Worcestershire_County_Cricket_Club", "Cricketer", "Coherence=0.0151975683890578 condAB=0.0238095238095238 condBA=0.0420168067226891 supA=210.0 supB=119.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Worcestershire_County_Cricket_Club", "dbo:Cricketer in c_e and 'made his first-class debut' in l_e(c,p,so) ", 
"made_first_class_debut","dbp:club Gloucestershire_County_Cricket_Club", "0.0192837465564738", "e dbp:club Gloucestershire_County_Cricket_Club", "Cricketer", "Coherence=0.0192837465564738 condAB=0.0391061452513966 condBA=0.0380434782608696 supA=179.0 supB=184.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Gloucestershire_County_Cricket_Club", "dbo:Cricketer in c_e and ' made his first-class debut for ' in l_e(c,p,so) ", 
"made_first_class_debut","dbp:club Northamptonshire_County_Cricket_Club", "0.0229885057471264", "e dbp:club Northamptonshire_County_Cricket_Club", "Cricketer", "Coherence=0.0229885057471264 condAB=0.0380952380952381 condBA=0.0579710144927536 supA=210.0 supB=138.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Northamptonshire_County_Cricket_Club", "dbo:Cricketer in c_e and 'made his first-class debut' in l_e(c,p,so) ", 
"made_first_class_debut","dbp:club Jamaica_national_cricket_team", "0.0260869565217391", "e dbp:club Jamaica_national_cricket_team", "Cricketer", "Coherence=0.0260869565217391 condAB=0.0315789473684211 condBA=0.15 supA=190.0 supB=40.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Jamaica_national_cricket_team", "dbo:Cricketer in c_e and 'made his first-class debut for' in l_e(c,p,so) ", 
"made_first_class_debut","dbp:club Sussex_County_Cricket_Club", "0.0153452685421995", "e dbp:club Sussex_County_Cricket_Club", "Cricketer", "Coherence=0.0153452685421995 condAB=0.0315789473684211 condBA=0.0298507462686567 supA=190.0 supB=201.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Sussex_County_Cricket_Club", "dbo:Cricketer in c_e and 'made his first-class debut for' in l_e(c,p,so) ", 
"made_first_class_debut","dbp:club Loughborough_MCC_University", "0.02", "e dbp:club Loughborough_MCC_University", "Cricketer", "Coherence=0.02 condAB=0.0238095238095238 condBA=0.125 supA=210.0 supB=40.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Loughborough_MCC_University", "dbo:Cricketer in c_e and 'made his first-class debut' in l_e(c,p,so) ", 
"made_first_class_debut","dbp:club Leicestershire_County_Cricket_Club", "0.0178041543026706", "e dbp:club Leicestershire_County_Cricket_Club", "Cricketer", "Coherence=0.0178041543026706 condAB=0.0285714285714286 condBA=0.047244094488189 supA=210.0 supB=127.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Leicestershire_County_Cricket_Club", "dbo:Cricketer in c_e and 'made his first-class debut' in l_e(c,p,so) ", 
"made_first_class_debut","dbp:club Cambridge_University_Cricket_Club", "0.019559902200489", "e dbp:club Cambridge_University_Cricket_Club", "Cricketer", "Coherence=0.019559902200489 condAB=0.0380952380952381 condBA=0.0402010050251256 supA=210.0 supB=199.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Cambridge_University_Cricket_Club", "dbo:Cricketer in c_e and 'made his first-class debut' in l_e(c,p,so) ", 
"made_first_class_debut","dbp:club Oxford_University_Cricket_Club", "0.0171232876712329", "e dbp:club Oxford_University_Cricket_Club", "Cricketer", "Coherence=0.0171232876712329 condAB=0.0558659217877095 condBA=0.0246913580246914 supA=179.0 supB=405.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Oxford_University_Cricket_Club", "dbo:Cricketer in c_e and ' made his first-class debut for ' in l_e(c,p,so) ", 
"made_first_class_debut","dbp:club Leeward_Islands_cricket_team", "0.0291666666666667", "e dbp:club Leeward_Islands_cricket_team", "Cricketer", "Coherence=0.0291666666666667 condAB=0.0368421052631579 condBA=0.14 supA=190.0 supB=50.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Leeward_Islands_cricket_team", "dbo:Cricketer in c_e and 'made his first-class debut for' in l_e(c,p,so) ", 
"made_first_class_debut","dbp:club Barbados_national_cricket_team", "0.0337552742616034", "e dbp:club Barbados_national_cricket_team", "Cricketer", "Coherence=0.0337552742616034 condAB=0.0446927374301676 condBA=0.137931034482759 supA=179.0 supB=58.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Barbados_national_cricket_team", "dbo:Cricketer in c_e and ' made his first-class debut for ' in l_e(c,p,so) ", 
"made_first_class_debut","dbp:club Hampshire_County_Cricket_Club", "0.0222222222222222", "e dbp:club Hampshire_County_Cricket_Club", "Cricketer", "Coherence=0.0222222222222222 condAB=0.0476190476190476 condBA=0.0416666666666667 supA=210.0 supB=240.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Hampshire_County_Cricket_Club", "dbo:Cricketer in c_e and 'made his first-class debut' in l_e(c,p,so) ", 
"made_first_class_debut","dbp:club Bihar_cricket_team", "0.0460251046025105", "e dbp:club Bihar_cricket_team", "Cricketer", "Coherence=0.0460251046025105 condAB=0.0523809523809524 condBA=0.379310344827586 supA=210.0 supB=29.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Bihar_cricket_team", "dbo:Cricketer in c_e and 'made his first-class debut' in l_e(c,p,so) ", 
"made_first_class_debut","dbp:club Warwickshire_County_Cricket_Club", "0.0280898876404494", "e dbp:club Warwickshire_County_Cricket_Club", "Cricketer", "Coherence=0.0280898876404494 condAB=0.0476190476190476 condBA=0.0684931506849315 supA=210.0 supB=146.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Warwickshire_County_Cricket_Club", "dbo:Cricketer in c_e and 'made his first-class debut' in l_e(c,p,so) ", 
"made_first_class_debut","dbp:club Glamorgan_County_Cricket_Club", "0.0211267605633803", "e dbp:club Glamorgan_County_Cricket_Club", "Cricketer", "Coherence=0.0211267605633803 condAB=0.0335195530726257 condBA=0.0571428571428571 supA=179.0 supB=105.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Glamorgan_County_Cricket_Club", "dbo:Cricketer in c_e and ' made his first-class debut for ' in l_e(c,p,so) ", 
"made_first_class_debut","dbp:country Pakistan@en", "0.0190839694656489", "e dbp:country Pakistan@en", "Cricketer", "Coherence=0.0190839694656489 condAB=0.238095238095238 condBA=0.020746887966805 supA=21.0 supB=241.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Pakistan"@en", "dbo:Cricketer in c_e and 'made his first-class debut' in l_e(c,p,so) ", 
"made_international_debut","dbp:country England@en", "0.00261486738886814", "e dbp:country England@en", "Cricketer", "Coherence=0.00261486738886814 condAB=0.21875 condBA=0.00264650283553875 supA=32.0 supB=2645.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""England"@en", "dbo:Cricketer in c_e and ' made his international debut for the ' in l_e(c,p,so) ", 
"made_international_debut","dbp:country South Africa@en", "0.0221518987341772", "e dbp:country South Africa@en", "Cricketer", "Coherence=0.0221518987341772 condAB=0.189189189189189 condBA=0.025089605734767 supA=37.0 supB=279.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""South Africa"@en", "dbo:Cricketer in c_e and 'made his international debut for' in l_e(c,p,so) ", 
"made_international_debut","dbp:country Sri Lanka@en", "0.0303030303030303", "e dbp:country Sri Lanka@en", "Cricketer", "Coherence=0.0303030303030303 condAB=0.162162162162162 condBA=0.0372670807453416 supA=37.0 supB=161.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Sri Lanka"@en", "dbo:Cricketer in c_e and 'made his international debut for' in l_e(c,p,so) ", 
"made_list","dbp:birthPlace India", "0.0224215246636771", "e dbp:birthPlace India", "Cricketer", "Coherence=0.0224215246636771 condAB=0.454545454545455 condBA=0.0235849056603774 supA=11.0 supB=212.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/India", "dbo:Cricketer in c_e and 'made his List A' in l_e(c,p,so) ", 
"made_list","dbp:debutfor Gloucestershire@en", "0.0769230769230769", "e dbp:debutfor Gloucestershire@en", "Cricketer", "Coherence=0.0769230769230769 condAB=0.0980392156862745 condBA=0.357142857142857 supA=51.0 supB=14.0", "NN", "Coherence", "e", "http://dbpedia.org/property/debutfor", ""Gloucestershire"@en", "dbo:Cricketer in c_e and 'made his List' in l_e(c,p,so) ", 
"made_list","dbp:year @en", "0.0127659574468085", "e dbp:year @en", "Cricketer", "Coherence=0.0127659574468085 condAB=0.130434782608696 condBA=0.0141509433962264 supA=69.0 supB=636.0", "NN", "Coherence", "e", "http://dbpedia.org/property/year", """@en", "dbo:Cricketer in c_e and 'made his List A' in l_e(c,p,so) ", 
"made_list","dbp:tenfor n/a@en", "0.00813008130081301", "e dbp:tenfor n/a@en", "Cricketer", "Coherence=0.00813008130081301 condAB=0.2 condBA=0.00847457627118644 supA=35.0 supB=826.0", "NN", "Coherence", "e", "http://dbpedia.org/property/tenfor", ""n/a"@en", "dbo:Cricketer in c_e and 'made his List' in l_e(c,p,so) ", 
"made_list","dbp:tenfor â@en", "0.00541190619362598", "e dbp:tenfor â@en", "Cricketer", "Coherence=0.00541190619362598 condAB=0.257142857142857 condBA=0.00552825552825553 supA=35.0 supB=1628.0", "NN", "Coherence", "e", "http://dbpedia.org/property/tenfor", ""â"@en", "dbo:Cricketer in c_e and 'made his List' in l_e(c,p,so) ", 
"made_list","dbp:100s/50s â/â@en", "0.0075187969924812", "e dbp:100s/50s â/â@en", "Cricketer", "Coherence=0.0075187969924812 condAB=0.134615384615385 condBA=0.00796359499431172 supA=52.0 supB=879.0", "NN", "Coherence", "e", "http://dbpedia.org/property/100s/50s", ""â/â"@en", "dbo:Cricketer in c_e and 'made his List A' in l_e(c,p,so) ", 
"made_list","dbo:country Oman", "0.3125", "e dbo:country Oman", "Cricketer", "Coherence=0.3125 condAB=0.714285714285714 condBA=0.555555555555556 supA=7.0 supB=9.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/country", "http://dbpedia.org/resource/Oman", "dbo:Cricketer in c_e and 'made his List' in l_e(c,p,so) ", 
